"Year","Date","Site","Habitat","Land_class","Burned","Vegetation","Wet_biomass.g.","Dry_biomass.g.","Biomass.g.m2.","Sand...","Notes","MAT","MAP","Fire_frequency","SOC_conc30","SOC_conc70","Section_dry_weight30","Section_dry_weight70","BD30","BD70","SOC_stock30","SOC_stock70","SOC_stock_1m","lon","lat"
2022,2022-10-18,"MA22","grassland","grassland","Unburned","PERENNIALS",0,0,0,100,NA,22.7333335876465,668,1,0.663,0.351,1992,4841,1.72536950551867,1.79701243033904,34.3175994647663,44.1525954134303,78.4701948781967,24.9677840246209,-17.1279937707198
2022,2022-10-25,"MA23","grassland","grassland","Unburned","PERENNIALS",0,0,0,85,NA,22.2333335876465,697,NA,0.702,0.351,1790.5,2918.5,1.55084041146143,1.08336723361795,32.6606990653778,26.6183329299931,59.2790319953709,25.1348198997288,-16.8781800587485
2022,2022-10-24,"MA24","grassland","grassland","Early","MIXTURE",23.67,21.33,341.33,90,NA,21.908332824707,709,3,0.741,0.312,1566,4072,1.35638988235052,1.51155435165061,30.1525470846521,33.0123470400493,63.1648941247013,24.907664449182,-16.802914074851
2022,2022-11-11,"MA25","grassland","grassland","Unburned","MIXTURE",9,8,128,90,NA,21.9333324432373,688,NA,0.663,0.351,1824.5,3918,1.58028948936687,1.45438849454005,31.4319579435071,35.734325310849,67.1662832543561,24.3036493007636,-17.0018046656332
2022,2022-11-02,"MA26","shrub",NA,"Late","ANNUALS",0,0,0,85,NA,21.9500007629395,683,8,0.468,0.117,1118,3212.5,0.968354973478852,1.19250205173811,13.5957038276431,9.7665918037351,23.3622956313782,24.6012432494752,-17.0976026466575
2022,2022-10-10,"MA27","woodland","woodland","Late","PERENNIALS",20,17.5,280,65,NA,24.0583343505859,628,2,1.287,0.897,1066.5,2757,0.923748281945613,1.02341732502474,35.6659211659201,64.2603738383032,99.9262950042233,25.1493009841995,-17.6562411466414
2022,2022-11-11,"MA28","woodland","woodland","Early","ANNUALS",0,0,0,90,NA,21.841667175293,694,2,0.468,0.078,1303,4134,1.12859260325845,1.53456917724057,15.8454401497486,8.37874770773353,24.2241878574821,24.3389538052463,-16.9616731330507
2022,2022-11-08,"MA31","woodland","woodland","Early","ANNUALS",11,9.67,154.67,95,NA,21.7000007629395,673,3,0.312,0.156,1392,4218.5,1.20567989542268,1.56593615727851,11.2851638211563,17.1000228374813,28.3851866586376,24.306161779048,-17.2231458849419
2022,2022-11-08,"MA32","woodland","woodland","Late","ANNUALS",0,0,0,65,NA,22.033332824707,696,2,1.365,0.312,1294.5,2430.5,1.12123033378209,0.902218283813065,45.9143821683765,19.7044473184773,65.6188294868538,24.7237875300455,-16.9545701358141
2022,2022-11-07,"MA34","grassland","grassland","Early","BARE",0,0,0,90,NA,21.7333335876465,655,3,0.702,0.312,1394.5,3927.5,1.20784526879808,1.45791495975141,25.4372213608877,31.8408627209709,57.2780840818586,24.3067991369754,-17.3923321801169
2022,2022-10-01,"MA35","dambo woodland","woodland","Unburned","MIXTURE",15,14,224,100,NA,23.8333339691162,635,6,0.78,0.195,1855.5,4882,1.60714011922183,1.81223191177757,37.6070787897909,24.7369655957638,62.3440443855547,25.1454244353986,-17.4521006207494
2022,2022-11-02,"MA36","grassland","grassland","Late","ANNUALS",0,0,0,95,NA,22.2916660308838,709,9,0.195,0.078,1117.5,4332,0.967921898803772,1.60806813638272,5.66234310800206,8.78005202464964,14.4423951326517,25.2324852285961,-16.8409407674385
2022,2022-10-16,"MA37","woodland","woodland","Unburned","MIXTURE",13,12,192,100,NA,23.0416660308838,680,NA,0.429,0.078,1864.5,4825,1.61493546337327,1.79107312050938,20.784219413614,9.77925923798119,30.5634786515952,25.0858144565664,-17.1461767476609
2022,2022-10-10,"MA38","woodland","woodland","Unburned","PERENNIALS",52,50,800,95,NA,23.8166656494141,635,NA,0.702,0.312,1896,4212,1.64221916790331,1.56352331266021,34.5851356760437,34.1473491484989,68.7324848245426,25.1965462923885,-17.5326333520104
2022,2022-11-09,"MA39","woodland","woodland","Early","MIXTURE",11,10,160,95,NA,21.9333343505859,678,4,0.273,0.078,1790,4631.5,1.55040733678635,1.71924459225682,12.6978360882802,9.38707547372226,22.0849115620025,24.1398031379813,-17.0999826534118
2022,2022-11-07,"MA40","woodland","woodland","Late","ANNUALS",0,0,0,95,NA,21.9249992370605,710,5,0.39,0.312,1100.5,3088.5,0.953197359851052,1.14647240055818,11.1524091102573,25.0389572281906,36.1913663384479,24.5064850445503,-16.8179791148593
2022,2022-11-01,"MA41","woodland","woodland","Late","ANNUALS",0,0,0,95,NA,21.9833335876465,659,3,0.234,0.156,1172,3375.5,1.01512703838749,1.25300877062785,7.12619180948018,13.6828557752562,20.8090475847364,24.5517092141355,-17.3237529777181
2022,2022-11-08,"MA42","woodland","woodland","Early","BARE",0,0,0,90,NA,21.7416667938232,671,3,0.468,0.39,1381.5,3716,1.196585327246,1.37940470794049,16.8000579945339,37.6577485267753,54.4578065213092,24.2525069022022,-17.1975406895498
2022,2022-11-05,"MA43","woodland","woodland","Unburned","ANNUALS",0,0,0,100,NA,21.8333339691162,693,2,0.234,0.117,1217,2858.5,1.05410375914469,1.06109482175669,7.39980838919572,8.69036659018733,16.090174979383,24.5626585490069,-17.0042407835693
2022,2022-10-05,"MA44","woodland","woodland","Early","MIXTURE",0,0,0,100,NA,22.3250007629395,659,2,0.156,0.078,937.5,2340,0.812015015774976,0.868624062589003,3.80023027382689,4.74268738173596,8.54291765556285,24.6816983870369,-17.2536313430083
2022,2022-10-24,"MA45","dambo woodland","woodland","Unburned","MIXTURE",25.67,24,384,95,NA,21.7083339691162,727,4,0.195,0.078,1685.5,4083,1.45989472969464,1.5156376271585,8.54038416871363,8.27538144428543,16.8157656129991,24.8666605732818,-16.7117412651718
2022,2022-11-02,"MA46","grassland","grassland","Early","PERENNIALS",0,0,0,95,NA,22.216667175293,707,3,0.312,0.273,1214.5,4040.5,1.05193838576929,1.49986133542345,9.84614329080055,28.6623501199421,38.5084934107426,25.1860565240853,-16.8312830202297
2022,2022-10-16,"MA47","woodland","woodland","Unburned","BARE",0,0,0,95,NA,22.841667175293,680,NA,0.351,0.117,1781,4148.5,1.54261199263491,1.53995167677371,16.2437042824457,12.6122042327767,28.8559085152223,25.1714521088334,-17.045572009472
2022,2022-11-03,"MA48","woodland","woodland","Late","PERENNIALS",0,0,0,95,NA,21.9500007629395,712,1,0.234,0.078,1462,4004.5,1.26631034993388,1.48649788830669,8.88949865653586,8.11627847015455,17.0057771266904,24.8358512180546,-16.8717530948973
2022,2022-10-27,"MA50","woodland","woodland","Unburned","MIXTURE",12,11,176,95,NA,22.3500003814697,690,4,0.507,0.117,1900,3993,1.64568376530395,1.48222900936662,25.0308500702731,12.1394555867126,37.1703056569857,24.9766559418543,-16.9471424676936
